Included,Name,Label,Last EVS,Last WVS,
0,F027,Which former religious denomination,EVS 2008 ,#N/A,
0,f027_01,"Did you belong to a religious denomination, country specific",EVS 2008 ,#N/A,
0,F028,How often do you attend religious services,EVS 2008 ,WVS6 (2010-2012),
0,F028B,How often to you pray,#N/A,WVS6 (2010-2012),
0,F029,Raised religiously,EVS 1990        ,#N/A,
0,F030,Attendance religious services 12 years old,EVS 2008 ,#N/A,
0,F031,Important: Religious service birth,EVS 2008 ,#N/A,
0,F032,Important: Religious service marriage,EVS 2008 ,#N/A,
0,F033,Important: Religious service death,EVS 2008 ,#N/A,
0,F034,Religious person,EVS 2008 ,WVS6 (2010-2012),
0,F035,Churches give answers: moral problems,EVS 2008 ,#N/A,
0,F036,Churches give answers: the problems of family life,EVS 2008 ,#N/A,
0,F037,Churches give answers: people´s spiritual needs,EVS 2008 ,#N/A,
0,F038,Churches give answers: the social problems,EVS 2008 ,#N/A,
0,F039,Importance of religion in the future,EVS 1981             ,#N/A,
0,F040,Churches speak out on: disarmament,EVS 1990        ,#N/A,
0,F041,Churches speak out on: abortion,EVS 1990        ,#N/A,
0,F042,Churches speak out on: third world problems,EVS 1990        ,#N/A,
0,F043,Churches speak out on: extramarital affairs,EVS 1990        ,#N/A,
0,F044,Churches speak out on: unemployment,EVS 1990        ,#N/A,
0,F045,Churches speak out on: racial discrimination,EVS 1990        ,#N/A,
0,F046,Churches speak out on: euthanasia,EVS 1990        ,#N/A,
0,F047,Churches speak out on: homosexuality,EVS 1990        ,#N/A,
0,F048,Churches speak out on: ecology and environmental issues,EVS 1990        ,#N/A,
0,F049,Churches speak out on: government policy,EVS 1990        ,#N/A,
0,F050,Believe in: God,EVS 2008 ,WVS6 (2010-2012),
0,F051,Believe in: life after death,EVS 2008 ,#N/A,
0,F052,Believe in: people have a soul,EVS 1990        ,#N/A,
0,F053,Believe in: hell,EVS 2008 ,WVS6 (2010-2012),
0,F054,Believe in: heaven,EVS 2008 ,#N/A,
0,F055,Believe in: sin,EVS 2008 ,#N/A,
0,F056,Believe in: telepathy,EVS 1999  ,#N/A,
0,F057,Believe in: re-incarnation,EVS 2008 ,#N/A,
0,F058,Believe in: angels,EVS 1999  ,#N/A,
0,F059,Believe in: devil,EVS 1990        ,#N/A,
0,F060,Believe in: resurrection of the dead,EVS 1990        ,#N/A,
0,F061,Stick to religion vs. Explore different traditions,EVS 1999  ,#N/A,
0,F062,Personal God vs. Spirit or Life Force,EVS 2008 ,#N/A,
0,f062_01,Own way of connecting with the divine,EVS 2008 ,#N/A,
0,f062_02,How spiritual are you,EVS 2008 ,#N/A,
0,f062_03,Only one true religion or no religion offers any truths,EVS 2008 ,#N/A,
0,F063,How important is God in your life,EVS 2008 ,WVS6 (2010-2012),
0,F064,Get comfort and strength from religion,EVS 2008 ,#N/A,
0,F065,"Moments of prayer, meditation...",EVS 2008 ,#N/A,
0,F066,Pray to God outside of religious services (I),EVS 2008 ,#N/A,
0,F067,Pray to God outside of religious services (ii),EVS 1999  ,#N/A,
0,F068,1st commandment applies for myself,EVS 1981             ,#N/A,
0,F069,2nd commandment applies for myself,EVS 1981             ,#N/A,
0,F070,3rd commandment applies for myself,EVS 1981             ,#N/A,
0,F071,4th commandment applies for myself,EVS 1981             ,#N/A,
0,F072,5th commandment applies for myself,EVS 1981             ,#N/A,
0,F073,6th commandment applies for myself,EVS 1981             ,#N/A,
0,F074,7th commandment applies for myself,EVS 1981             ,#N/A,
0,F075,8th commandment applies for myself,EVS 1981             ,#N/A,
0,F076,9th commandment applies for myself,EVS 1981             ,#N/A,
0,F077,10th commandment applies for myself,EVS 1981             ,#N/A,
0,F078,1st commandment applies to most people,EVS 1981             ,#N/A,
0,F079,2nd commandment applies to most people,EVS 1981             ,#N/A,
0,F080,3rd commandment applies to most people,EVS 1981             ,#N/A,
0,F081,4th commandment applies to most people,EVS 1981             ,#N/A,
0,F082,5th commandment applies to most people,EVS 1981             ,#N/A,
0,F083,6th commandment applies to most people,EVS 1981             ,#N/A,
0,F084,7th commandment applies to most people,EVS 1981             ,#N/A,
0,F085,8th commandment applies to most people,EVS 1981             ,#N/A,
0,F086,9th commandment applies to most people,EVS 1981             ,#N/A,
0,F087,10th commandment applies to most people,EVS 1981             ,#N/A,
0,F088,Felt in touch with someone far away,EVS 1981             ,#N/A,
0,F089,Seen events that happened far away,EVS 1981             ,#N/A,
0,F090,Felt in touch with someone dead,EVS 1981             ,#N/A,
0,F091,Felt close to a powerful life force,EVS 1981             ,#N/A,
0,F092,Experience altered outlook on life,EVS 1981             ,#N/A,
0,F093,Relationship between your parents,EVS 1981             ,#N/A,
0,F094,Relationship between you and your mother,EVS 1981             ,#N/A,
0,F095,Relationship between you and your father,EVS 1981             ,#N/A,
0,F096,How strict were your parents,EVS 1981             ,#N/A,
0,F097,Believe in: supernatural forces,EVS 1999  ,#N/A,
0,F098,Do you have a lucky charm,EVS 1999  ,#N/A,
0,F099,Lucky charm protects,EVS 2008 ,#N/A,
0,F100,Consult horoscope,EVS 1999  ,#N/A,
0,F101,Taking horoscope into account in daily life,EVS 1999  ,#N/A,
0,F102,Politicians who don´t believe in God are unfit for public office,EVS 2008 ,#N/A,
0,F103,Religious leaders should not influence how people vote,EVS 1999  ,#N/A,
0,F104,Better if more people with strong religious beliefs in public office,EVS 1999  ,#N/A,
0,F105,Religious leaders should not influence government,EVS 2008 ,#N/A,
0,F106,Nurse refusing legal abortion on religious grounds,EVS 1999  ,#N/A,
0,F107,Time for prayer and meditation in all schools,EVS 1999  ,#N/A,
0,F108,Government protects freedom,#N/A,#N/A,
0,F109,Government protects religion,#N/A,#N/A,
0,F110,Laws: people’s wishes,#N/A,#N/A,
0,F111,Only laws of the Shari´a,#N/A,#N/A,
0,F112,Prohibiting or allowing books that attack religion,EVS 1999  ,#N/A,
0,F113,Church(es) influence on national politics,EVS 1999  ,#N/A,
0,F114,Justifiable: claiming government benefits,EVS 2008 ,WVS6 (2010-2012),
0,F114_01,Justifiable: Stealing property,#N/A,WVS6 (2010-2012),
0,F114_02,Justifiable: Parents beating children,#N/A,WVS6 (2010-2012),
0,F114_03,Justifiable: Violence against other people,#N/A,WVS6 (2010-2012),
0,F115,Justifiable: avoiding a fare on public transport,EVS 2008 ,WVS6 (2010-2012),
0,F116,Justifiable: cheating on taxes,EVS 2008 ,WVS6 (2010-2012),
0,F117,Justifiable: someone accepting a bribe,EVS 2008 ,WVS6 (2010-2012),
0,F118,Justifiable: homosexuality,EVS 2008 ,WVS6 (2010-2012),
0,F119,Justifiable: prostitution,EVS 2008 ,WVS6 (2010-2012),
0,F120,Justifiable: abortion,EVS 2008 ,WVS6 (2010-2012),
0,F121,Justifiable: divorce,EVS 2008 ,WVS6 (2010-2012),
0,F122,Justifiable: euthanasia,EVS 2008 ,WVS6 (2010-2012),
0,F123,Justifiable: suicide,EVS 2008 ,WVS6 (2010-2012),
0,F124,Justifiable: drinking alcohol,#N/A,#N/A,
0,F125,Justifiable: joyriding,EVS 2008 ,#N/A,
0,F126,Justifiable: taking soft drugs,EVS 2008 ,#N/A,
0,F127,Justifiable: lying,EVS 2008 ,#N/A,
0,F128,Justifiable: adultery,EVS 2008 ,#N/A,
0,F129,Justifiable: throwing away litter,EVS 1999  ,#N/A,
0,F130,Justifiable: driving under influence of alcohol,EVS 1999  ,#N/A,
0,F131,Justifiable: paying cash,EVS 2008 ,#N/A,
0,F132,Justifiable: having casual sex,EVS 2008 ,#N/A,
0,F133,Justifiable: smoking in public places,EVS 1999  ,#N/A,
0,F134,Justifiable: speeding over the limit,EVS 1999  ,#N/A,
0,F135,Justifiable: sex under the legal age of consent,EVS 1999  ,#N/A,
0,F135A,Justifiable: Sex before marriage,#N/A,WVS6 (2010-2012),
0,F136,Justifiable: political assassination,EVS 1999  ,#N/A,
0,F137,Justifiable: experiments with human embryos,EVS 2008 ,#N/A,
0,F138,Justifiable: manipulation of food,EVS 2008 ,#N/A,
0,F139,Justifiable: buy stolen goods,EVS 1990        ,#N/A,
0,F140,Justifiable: keeping money that you have found,EVS 1990        ,#N/A,
0,F141,Justifiable: fighting with the police,EVS 1990        ,#N/A,
0,F142,Justifiable: failing to report damage you’ve done accidentally to a parked vehicle,EVS 1990        ,#N/A,
0,F143,Justifiable: threatening workers who refuse to join a strike,EVS 1990        ,#N/A,
0,F144,Justifiable: killing in self-defence,EVS 1990        ,#N/A,
0,f144_01,Justifiable: invitro fertilization,EVS 2008 ,#N/A,
0,f144_02,Justifiable: death penalty,EVS 2008 ,#N/A,
0,F145,Compatriots do: claiming  state benefits,EVS 1999  ,#N/A,
0,F146,Compatriots do: cheating on taxes,EVS 1999  ,#N/A,
0,F147,Compatriots do: paying  in cash,EVS 1999  ,#N/A,
0,F148,Compatriots do: taking soft drugs,EVS 1999  ,#N/A,
0,F149,Compatriots do: throwing  away litter,EVS 1999  ,#N/A,
0,F150,Compatriots do: speeding over the limit in build up areas,EVS 1999  ,#N/A,
0,F151,Compatriots do: driving under the influence of alcohol,EVS 1999  ,#N/A,
0,F152,Compatriots do: having  casual sex,EVS 1999  ,#N/A,
0,F153,Compatriots do: avoiding a fare on public transport,EVS 1999  ,#N/A,
0,F154,Compatriots do: lying in own interest,EVS 1999  ,#N/A,
0,F155,Compatriots do: accepting a bribe,EVS 1999  ,#N/A,
0,F156,How often do you drink alcohol,EVS 1981             ,#N/A,
0,F157,Do you drink more or less than others,EVS 1981             ,#N/A,
0,F158,How serious is illegal drug-taking,EVS 1981             ,#N/A,
0,F159,How serious is alcoholism,EVS 1981             ,#N/A,
0,F160,Stealing food punished less: young thief,EVS 1999  ,#N/A,
0,F161,Stealing food punished less: poor thief,EVS 1999  ,#N/A,
0,F163,Stealing food punished less: shop part of a supermarket chain,EVS 1999  ,#N/A,
0,F164,Islam requires woman to dress modestly but does not require cover face with veil,#N/A,#N/A,
0,F165,Violation of Islam for male and female university students to attend classes together,#N/A,#N/A,
0,F166,"By requiring man treat all wives equally, Islam true intent is prohibit taking more than one wife",#N/A,#N/A,
0,F167,Monarchy is a form of government that is compatible with Islam,#N/A,#N/A,
0,F168,Democracy is a Western form of government that is not compatible with Islam,#N/A,#N/A,
0,F169,Nationalism is incompatible with Islam because Islam requires ´ummah´,#N/A,#N/A,
0,F170,"If Palestinian state established and peace with Israel, Islam would not oppose existence of Israel",#N/A,#N/A,
0,F171,"If country pursues policies harmful to Muslims, Islam permits killing civilians in that country",#N/A,#N/A,
0,F172,A truly Islamic country should not have a parliament with the right to pass laws,#N/A,#N/A,
0,F173,Islam requires that political rights of non Muslims should be inferior to those of Muslims,#N/A,#N/A,
0,F174,Islams requires country with majority of Muslims be governed by men of Islamic learning,#N/A,#N/A,
0,F175,Religions limit democratic processes,#N/A,#N/A,
0,F176,Some US Policies toward other countries are good and some are bad,#N/A,#N/A,
0,F177,"While US policies toward other countries are often bad, most ordinary americans are good people",#N/A,#N/A,
0,F178,The culture of US and other Western countries has many positive attributes,#N/A,#N/A,
0,F179,Exposure to the culture of the US and other Western countries harmful effect on our country,#N/A,#N/A,
0,F186,Religion is a cause of terrorism,#N/A,#N/A,
0,F187,The content of [Country] education contributes to religious extremism,#N/A,#N/A,
0,F188,Which is more important as a basis for marriage:  parents´ approval or love,#N/A,#N/A,
0,F189,"When you were growing up, did your father or mother have more influence in the affairs of the house",#N/A,#N/A,
0,F190,How frequently do you perform the five prescribed prayers of the Islam,#N/A,#N/A,
0,F191,How frequently do you perform in the mosque,#N/A,#N/A,
0,F192,"If you feel sad and want to talk to someone, to whom do you usually turn to",#N/A,#N/A,
0,F193,Civil marriage is very important because it helps maintain the family,#N/A,#N/A,
0,F194,How important: daily prayer,#N/A,#N/A,
0,F195,How important: building a prosperous society,#N/A,#N/A,
0,F196,How important: forming a happy secure family,#N/A,#N/A,
0,F197,How important: building a successful professional future,#N/A,#N/A,
0,F198,Fate versus control,#N/A,#N/A,
0,F199,Justifiable: For a man to beat his wife,#N/A,WVS6 (2010-2012),
0,F200,Meaning of religion: To follow religious norms and ceremonies vs To do good to other people,#N/A,WVS6 (2010-2012),
0,F201,Meaning of religion: To make sense of life after death vs To make sense of life in this world,#N/A,WVS6 (2010-2012),
0,F202,"Whenever science and religion conflict,  religion is always right",#N/A,WVS6 (2010-2012),
0,F203,The only acceptable religion  is my religion,#N/A,WVS6 (2010-2012),
0,F204,All religions should be taught in public schools,#N/A,WVS6 (2010-2012),
0,F205,People who belong to different religions are probably just as moral as those who belong to mine,#N/A,WVS6 (2010-2012),
9,,National Identity,#N/A,#N/A,
0,G001,Geographical groups belonging to first,EVS 2008 ,#N/A,
0,g001_f,Flag variable: belong to geographic group - most/second,EVS 2008 ,#N/A,
0,G001CS,Geographical groups belonging to first (country specific),EVS 1999  ,#N/A,
0,G002,Geographical groups belonging to second,EVS 2008 ,#N/A,
0,G002CS,Geographical groups belonging to second  (country specific),EVS 1999  ,#N/A,
0,G003,Geographical groups belonging to least of all,EVS 1999  ,#N/A,
0,G003CS,Geographical groups belonging to least of all (country specific),EVS 1999  ,#N/A,
0,G004,Citizenship,#N/A,#N/A,
0,G005,Citizen of [country],EVS 2008 ,#N/A,
1,G006,How proud of nationality,EVS 2008 ,WVS6 (2010-2012),
0,G007_01,Trust: Other people in country,EVS 1999  ,#N/A,
0,G007_02,Trust: French,#N/A,#N/A,
0,G007_03,Trust: Nepalis,#N/A,#N/A,
0,G007_04,Trust: Korean residents in Japan,#N/A,#N/A,
0,G007_05,Trust: Chinese residents in Japan,#N/A,#N/A,
0,G007_06,Trust: Mestizo,#N/A,#N/A,
0,G007_07,Trust: Indians,#N/A,#N/A,
0,G007_08,Trust: Central Americans,#N/A,#N/A,
0,G007_09,Trust: Hausas,#N/A,#N/A,
0,G007_10,Trust: Igbos,#N/A,#N/A,
0,G007_11,Trust: Yorubas,#N/A,#N/A,
0,G007_12,Trust: Ghanaians,#N/A,#N/A,
0,G007_13,Trust: Czechs,#N/A,#N/A,
0,G007_14,Trust: East Germans,#N/A,#N/A,
0,G007_15,Trust: Hungarians,#N/A,#N/A,
0,G007_16,Trust: West Germans,#N/A,#N/A,
0,G007_17,Trust: Your friends,#N/A,#N/A,
0,G007_18,Trust: Your neighborhood,#N/A,#N/A,
0,G007_18_B,Trust: Your neighborhood (B),#N/A,WVS6 (2010-2012),
0,G007_19,Trust: White South Africans,#N/A,#N/A,
0,G007_20,Trust: Black South Africans,#N/A,#N/A,
0,G007_21,Trust: Coloured South Africans,#N/A,#N/A,
0,G007_22,Trust: Asian South Africans,#N/A,#N/A,
0,G007_23,Trust: Zulus,#N/A,#N/A,
0,G007_24,Trust: Xhosas,#N/A,#N/A,
0,G007_25,Trust: Greeks,#N/A,#N/A,
0,G007_26,Trust: Iranians,#N/A,#N/A,
0,G007_27,Trust: Europeans,#N/A,#N/A,
0,G007_28,Trust: Moroccans,#N/A,#N/A,
0,G007_29,Trust: Immigrants,#N/A,#N/A,
0,G007_30,Trust: Portuguese,#N/A,#N/A,
0,G007_31,Trust: Koreans,#N/A,#N/A,
0,G007_32,Trust: Soviet Union people,#N/A,#N/A,
0,G007_33,Trust: People you know personally,#N/A,#N/A,
0,G007_33_B,Trust: People you know personally (B),#N/A,WVS6 (2010-2012),
0,G007_34,Trust: People you meet for the first time,#N/A,#N/A,
0,G007_34_B,Trust: People you meet for the first time (B),#N/A,WVS6 (2010-2012),
0,G007_35,Trust: People of another religion,#N/A,#N/A,
0,G007_35_B,Trust: People of another religion (B),#N/A,WVS6 (2010-2012),
0,G007_36,Trust: People of another nationality,#N/A,#N/A,
0,G007_36_B,Trust: People of another nationality (B),#N/A,WVS6 (2010-2012),
0,G007_37,Trust: Americans,#N/A,#N/A,
0,G007_38,Trust: Mexicans,#N/A,#N/A,
0,G007_39,Trust: Russians,#N/A,#N/A,
0,G007_40,Trust: Chinese,#N/A,#N/A,
0,G007_41,Trust: Italians,#N/A,#N/A,
0,G007_42,Trust: Latin Americans,#N/A,#N/A,
0,G007_43,Trust: Japanese,#N/A,#N/A,
0,G007_44,Trust: Blacks,#N/A,#N/A,
0,G007_45,Trust: Germans,#N/A,#N/A,
0,G007_46,Trust: Arabs,#N/A,#N/A,
0,G007_47,Trust: Jews,#N/A,#N/A,
0,G007_48,Trust: Mapuche Indians,#N/A,#N/A,
0,G007_49,Trust: Pascuences,#N/A,#N/A,
0,G007_50,Trust: Argentines,#N/A,#N/A,
0,G007_51,Trust: Peruvians,#N/A,#N/A,
0,G007_52,Trust: Chinese Zhuan Nationality,#N/A,#N/A,
0,G007_53,Trust: Chinese Hui Nationality,#N/A,#N/A,
0,G007_54,Trust: English,#N/A,#N/A,
0,G007_55,Trust: Slovaks,#N/A,#N/A,
0,G007_56,Trust: Gypsies,#N/A,#N/A,
0,G007_57,Trust: Poles,#N/A,#N/A,
0,G007_58,Trust: Indian Hindus,#N/A,#N/A,
0,G007_59,Trust: Indian Non-Hindus,#N/A,#N/A,
0,G007_60,Trust: Pakistanis,#N/A,#N/A,
0,G007_61,Trust: Canadian people in general,#N/A,#N/A,
0,G007_62,Trust: Christians,#N/A,#N/A,
0,G007_63,Trust: Kurds,#N/A,#N/A,
0,G007_64,Trust: People in general,#N/A,#N/A,
0,G007_65,Trust: Relatives,#N/A,#N/A,
0,G007_66,Trust: Shi´i,#N/A,#N/A,
0,G007_67,Trust: Sunni,#N/A,#N/A,
0,G014,Opinion European union,EVS 1999  ,#N/A,
0,G015,Which of the following best describes you,#N/A,#N/A,
0,G015B,Which of the following best describes you (B),#N/A,#N/A,
0,G016,Language at home,#N/A,WVS6 (2010-2012),
0,G017,Born in this country: birth country,#N/A,#N/A,
0,G018,When came to country,#N/A,#N/A,
1,G019,I see myself as a world citizen,#N/A,WVS6 (2010-2012),
1,G020,I see myself as member of my local community,#N/A,WVS6 (2010-2012),
1,G021,I see myself as citizen of the [country] nation,#N/A,WVS6 (2010-2012),
0,G022A,I see myself as citizen of [Latinamerica],#N/A,WVS6 (2010-2012),
0,G022B,I see myself as citizen of [North America],#N/A,WVS6 (2010-2012),
0,G022C,I see myself as citizen of the [European Union],#N/A,WVS6 (2010-2012),
0,G022D,I see myself as citizen of [APEC],#N/A,WVS6 (2010-2012),
0,G022E,I see myself as citizen of [ASIA],#N/A,WVS6 (2010-2012),
0,G022F,I see myself as citizen of [Mercosur],#N/A,WVS6 (2010-2012),
0,G022G,I see myself as citizen of [my province or region],#N/A,#N/A,
0,G022H,I see myself as citizen of [a country other than mine],#N/A,#N/A,
0,G022I,I see myself as citizen of [CIS],#N/A,WVS6 (2010-2012),
0,G022J,I see myself as citizen of [The Caribbean],#N/A,WVS6 (2010-2012),
0,G022K,I see myself as citizen of [The African Union],#N/A,WVS6 (2010-2012),
0,G022L,I see myself as citizen of [Arab Maghreb Union],#N/A,WVS6 (2010-2012),
0,G022M,I see myself as citizen of [ASEAN],#N/A,WVS6 (2010-2012),
0,G022N,I see myself as citizen of [Arab Union],#N/A,WVS6 (2010-2012),
0,G022O,I see myself as citizen of the [Northeast Asia Region],#N/A,WVS6 (2010-2012),
0,G022P,I see myself as citizen of the [UNASUR],#N/A,WVS6 (2010-2012),
0,G022Q,I see myself as citizen of the [Islamic nation],#N/A,WVS6 (2010-2012),
0,G022R,I see myself as part of the Cooperation Council for the Arab states of Gulf (GCC),#N/A,WVS6 (2010-2012),
0,G022S,I see myself as part of  [SAARC],#N/A,WVS6 (2010-2012),
0,G023,I see myself as an autonomous individual,#N/A,WVS6 (2010-2012),
0,G024,What thing are you proud of in your country -1st,#N/A,#N/A,
0,G025,What thing are you proud of in your country -2nd,#N/A,#N/A,
0,G026,Mother immigrant,#N/A,WVS6 (2010-2012),
0,G026_01,Mother's Country of origin,#N/A,WVS6 (2010-2012),
0,G027,Father immigrant,#N/A,WVS6 (2010-2012),
0,G027_01,Father's Country of origin,#N/A,WVS6 (2010-2012),
0,G027A,Respondent immigrant,#N/A,WVS6 (2010-2012),
0,G027B,Respondent citizen,#N/A,WVS6 (2010-2012),
0,G028,Requirements for citizenship: having ancestors from my country,#N/A,#N/A,
0,G029,Requirements for citizenship: being born on my country’s soil,#N/A,#N/A,
0,G030,Requirements for citizenship: adopting the customs of my country,#N/A,#N/A,
0,G031,Requirements for citizenship: abiding by my country´s laws,#N/A,#N/A,
0,G032,Ethnic diversity,#N/A,#N/A,
0,g033,Important: to have been born in [country],EVS 2008 ,#N/A,
0,g034,Important: to respect [country nationality] political institutions and laws,EVS 2008 ,#N/A,
0,g035,Important: to have [country nationality] ancestry,EVS 2008 ,#N/A,
0,g036,Important: to be able to speak [country language],EVS 2008 ,#N/A,
0,g037,Important: to have lived in [country] for a long time,EVS 2008 ,#N/A,
0,g038,Immigrants take away jobs from [nationality],EVS 2008 ,#N/A,
0,g039,Immigrants undermine countrys cultural life,EVS 2008 ,#N/A,
0,g040,Immigrants increase crime problems,EVS 2008 ,#N/A,
0,g041,Immigrants are a strain on welfare system,EVS 2008 ,#N/A,
0,g042,Immigrants will become a threat to society,EVS 2008 ,#N/A,
0,g043,Immigrants maintain own/take over customs,EVS 2008 ,#N/A,
0,g044,Immigrants living in your country: feels like a stranger,EVS 2008 ,#N/A,
0,g045,Immigrants living in your country: there are too many,EVS 2008 ,#N/A,
0,g046,EU fears: loss of social security,EVS 2008 ,#N/A,
0,g047,EU fears: lose national identity/culture,EVS 2008 ,#N/A,
0,g048,EU fears: own country pays,EVS 2008 ,#N/A,
0,g049,EU fears: loss of power,EVS 2008 ,#N/A,
0,g050,EU fears: loss of jobs,EVS 2008 ,#N/A,
0,g051,European Union enlargement,EVS 2008 ,#N/A,
9,,Security,#N/A,#N/A,
0,H001,Secure in neighborhood,#N/A,WVS6 (2010-2012),
0,H002_01,Frequency in your neighborhood: Robberies,#N/A,WVS6 (2010-2012),
0,H002_02,Frequency in your neighborhood: Alcohol consumed in the streets,#N/A,WVS6 (2010-2012),
0,H002_03,Frequency in your neighborhood: Police or military interfere with people’s private life,#N/A,WVS6 (2010-2012),
0,H002_04,Frequency in your neighborhood: Racist behavior,#N/A,WVS6 (2010-2012),
0,H002_05,Frequency in your neighborhood: Drug sale in streets,#N/A,WVS6 (2010-2012),
0,H003_01,Things done for reasons of security: Didn’t carry much money,#N/A,WVS6 (2010-2012),
0,H003_02,Things done for reasons of security: Preferred not to go out at night,#N/A,WVS6 (2010-2012),
0,H003_03,"Things done for reasons of security: Carried a knife, gun or other weapon",#N/A,WVS6 (2010-2012),
0,H004,Respondent was victim of a crime during the past year,#N/A,WVS6 (2010-2012),
0,H005,Respondent's family was victim of a crime during last year,#N/A,WVS6 (2010-2012),
0,H006_01,Worries: Losing my job or not finding a job,#N/A,WVS6 (2010-2012),
0,H006_02,Worries: Not being able to give one's children a good education,#N/A,WVS6 (2010-2012),
0,H006_03,Worries: A war involving my country,#N/A,WVS6 (2010-2012),
0,H006_04,Worries: A terrorist attack,#N/A,WVS6 (2010-2012),
0,H006_05,Worries: A civil war,#N/A,WVS6 (2010-2012),
0,H006_06,Worries: Government wire-tapping or reading my mail or email,#N/A,WVS6 (2010-2012),
0,H007,"Under some conditions, war is necessary to obtain justice",#N/A,WVS6 (2010-2012),
1,H008_01,Frequency you/family (last 12 month): Gone without enough food to eat,#N/A,WVS6 (2010-2012),
0,H008_02,Frequency you/family (last 12 month): Felt unsafe from crime in your own home,#N/A,WVS6 (2010-2012),
1,H008_03,Frequency you/family (last 12 month): Gone without needed medicine or treatment that you needed,#N/A,WVS6 (2010-2012),
0,H008_04,Frequency you/family (last 12 month): Gone without a cash income,#N/A,WVS6 (2010-2012),
9,,Science,#N/A,#N/A,
0,I001,One of the bad effects of science is that it breaks down people’s ideas of right and wrong,#N/A,WVS6 (2010-2012),
1,I002,It is not important for me to know about science in my daily life,#N/A,WVS6 (2010-2012),
9,,Structure of the file,#N/A,#N/A,
1,S001,Study,EVS 1981             ,#N/A,
1,S002,Wave,#N/A,WVS6 (2010-2012),
1,S002EVS,EVS-wave,EVS 1981             ,#N/A,
1,S003,Country/region,EVS 2008 ,WVS6 (2010-2012),
0,S003A,Country/regions [with split ups],EVS 2008 ,WVS6 (2010-2012),
0,S004,Set,#N/A,#N/A,
0,S006,Original respondent number,EVS 2008 ,WVS6 (2010-2012),
0,S007,Unified respondent number,EVS 2008 ,WVS6 (2010-2012),
0,s007_01,Unified respondent number (EVS/WVS LF),EVS 1981             ,WVS6 (2010-2012),
0,S008,Interviewer number,EVS 2008 ,#N/A,
0,S010,Total length of interview,EVS 2008 ,#N/A,
0,s010_01,Time of interview: start hour,EVS 2008 ,#N/A,
0,s010_02,Time of interview: start minute,EVS 2008 ,#N/A,
0,s010_03,Time of interview: end hour,EVS 2008 ,#N/A,
0,s010_04,Time of interview: end minute,EVS 2008 ,#N/A,
0,S011,Time at the end of interview,EVS 2008 ,#N/A,
0,S012,Date interview,EVS 2008 ,WVS6 (2010-2012),
0,S013,Respondent interested during the interview,EVS 2008 ,WVS6 (2010-2012),
0,S013B,Interview privacy,#N/A,WVS6 (2010-2012),
0,S014,Confidence respondent during the interview,EVS 1981             ,#N/A,
0,S015,On the whole respondent looked,EVS 1981             ,#N/A,
0,S016,Language in which interview was conducted,EVS 2008 ,WVS6 (2010-2012),
1,S017,Weight,EVS 2008 ,WVS6 (2010-2012),
0,S017A,Weight [with split ups],EVS 2008 ,WVS6 (2010-2012),
0,S018,Equilibrated weight-1000,#N/A,WVS6 (2010-2012),
0,S018A,Equilibrated weight-1000 [with split ups],#N/A,WVS6 (2010-2012),
0,S019,Equilibrated weight-1500,#N/A,WVS6 (2010-2012),
0,S019A,Equilibrated weight-1500 [with split ups],#N/A,WVS6 (2010-2012),
0,S020,Year survey,EVS 2008 ,WVS6 (2010-2012),
0,S021,Country - wave - study - set - year,EVS 1981             ,#N/A,
0,S021A,Country2 - wave - study - set - year,EVS 1981             ,#N/A,
0,S022,Year/month of start-fieldwork,EVS 2008 ,#N/A,
0,S023,Year/month of end-fieldwork,EVS 2008 ,#N/A,
0,S024,Country - wave,EVS 1981             ,WVS6 (2010-2012),
0,S024A,Country - wave [with split ups],EVS 1981             ,#N/A,
0,S025,Country - year,EVS 2008 ,WVS6 (2010-2012),
0,S025A,Country - year [with split ups],EVS 2008 ,#N/A,
0,S026,File version (yyyymmdd),#N/A,#N/A,
0,S027,split ballot,#N/A,#N/A,
0,S028,split oecd,#N/A,#N/A,
0,StudyNo,GESIS Study Number (EVS Longitudinal File),#N/A,#N/A,
0,StudyNoC,GESIS Study Number (EVS National datasets),#N/A,#N/A,
0,StudyNoW,GESIS Study Number (EVS Wave),#N/A,#N/A,
0,survself,SURVIVAL/SELF-EXPRESSION VALUES,#N/A,#N/A,
0,tradrat5,TRADITIONAL/SECULAR RATIONAL VALUES,#N/A,#N/A,
0,u001a,Experienced: death of own children,EVS 2008 ,#N/A,
0,u001b,Age experienced: death of own children,EVS 2008 ,#N/A,
0,u002a,Experienced: divorce of own children,EVS 2008 ,#N/A,
0,u002b,Age experienced: divorce of own children,EVS 2008 ,#N/A,
0,u003a,Experienced: divorce of parents,EVS 2008 ,#N/A,
0,u003b,Age experienced: divorce of parents,EVS 2008 ,#N/A,
0,u004a,Experienced: divorce of relative,EVS 2008 ,#N/A,
0,u004b,Age experienced: divorce of relative,EVS 2008 ,#N/A,
0,u005a,Experienced: death of father,EVS 2008 ,#N/A,
0,u005b,Age experienced: death of father,EVS 2008 ,#N/A,
0,u006a,Experienced: death of mother,EVS 2008 ,#N/A,
0,u006b,Age experienced: death of mother,EVS 2008 ,#N/A,
0,v001,Father born in [country],EVS 2008 ,#N/A,
0,v001a,Fathers country of birth - ISO 3166-1 code,EVS 2008 ,#N/A,
0,v002,Mother born in [country],EVS 2008 ,#N/A,
